NO_REGIAO_IES;CO_REGIAO_IES;SG_UF_IES;CO_UF_IES;CO_MUNICIPIO_IES;IN_CAPITAL_IES;TP_ORGANIZACAO_ACADEMICA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;CO_IES;QT_TEC_TOTAL;QT_DOC_EXE;QT_DOC_EX_MEST;QT_DOC_EX_DOUT;QT_DOC_EX_INT;QT_DOC_EX_INT_DE;QT_CURSO;QT_VG_TOTAL;QT_MAT;QT_MAT_DEFICIENTE;QT_MAT_FINANC;QT_MAT_FIES;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_RESERVA_VAGA;QT_MAT_RVPDEF;QT_MAT_APOIO_SOCIAL;QT_MAT_ATIV_EXTRACURRICULAR;QT_MAT_MOB_ACADEMICA;PROP_PCD
Sudeste;3;RJ;33;3304557;1;4;1;1;21503;92;80;25;54;77;73;4.0;220.0;523.0;7.0;0.0;0.0;0.0;0.0;256.0;2.0;61.0;65.0;0.0;0.01338432122370937
Sul;4;RS;43;4314902;1;3;2;4;21519;28;48;11;37;19;0;7.0;260.0;1009.0;1.0;174.0;0.0;78.0;87.0;0.0;0.0;0.0;0.0;0.0;0.0009910802775024777
Sul;4;RS;43;4317509;0;3;2;4;21537;19;86;48;23;4;4;14.0;500.0;709.0;2.0;95.0;0.0;24.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0028208744710860366
Norte;1;AC;12;1200401;1;3;2;4;21552;8;27;3;10;4;0;1.0;175.0;348.0;10.0;236.0;7.0;50.0;0.0;0.0;0.0;0.0;126.0;0.0;0.028735632183908046
Nordeste;2;BA;29;2928703;0;3;2;4;21553;10;67;8;34;6;0;4.0;340.0;634.0;12.0;511.0;35.0;108.0;0.0;0.0;0.0;0.0;269.0;0.0;0.01892744479495268
Sudeste;3;SP;35;3522406;0;3;2;4;21554;9;17;3;10;4;0;1.0;116.0;153.0;3.0;114.0;1.0;28.0;0.0;0.0;0.0;0.0;48.0;0.0;0.0196078431372549
Nordeste;2;PE;26;2606200;0;3;2;4;21556;12;57;25;17;14;0;7.0;1148.0;917.0;6.0;27.0;27.0;0.0;0.0;0.0;0.0;0.0;899.0;0.0;0.006543075245365322
Nordeste;2;PE;26;2610004;0;3;2;4;21557;30;64;28;9;7;0;6.0;765.0;839.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;778.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;4;21573;10;7;4;2;0;0;2.0;120.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;PR;41;4104808;0;3;2;4;21577;11;24;10;6;24;0;8.0;0.0;1978.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006572295247724975
Nordeste;2;PE;26;2611101;0;3;2;4;21583;3;16;9;0;2;2;3.0;250.0;356.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011235955056179775
Norte;1;AM;13;1302504;0;3;2;4;21592;9;15;4;7;3;0;7.0;1380.0;149.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;85.0;149.0;0.0;0.006711409395973154
Nordeste;2;CE;23;2304400;1;3;2;5;21593;7;10;4;1;1;0;2.0;362.0;176.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;MA;21;2108603;0;3;2;4;21631;34;31;17;6;22;6;9.0;872.0;1481.0;21.0;1067.0;167.0;19.0;9.0;0.0;0.0;0.0;364.0;0.0;0.014179608372721135
Sudeste;3;SP;35;3538709;0;3;2;5;21638;17;11;5;5;5;1;1.0;80.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;5;21643;17;15;9;6;4;0;1.0;194.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;5;21654;3;11;6;3;2;0;1.0;100.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0
Centro-Oeste;5;DF;53;5300108;1;3;2;4;21672;6;22;10;6;3;0;5.0;280.0;225.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0044444444444444444
Centro-Oeste;5;GO;52;5201405;0;3;2;4;21675;8;27;21;3;12;0;6.0;690.0;272.0;1.0;67.0;0.0;18.0;2.0;0.0;0.0;4.0;263.0;0.0;0.003676470588235294
Centro-Oeste;5;GO;52;5208707;1;3;2;4;21680;13;6;2;1;0;0;1.0;8.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;MT;51;5103403;1;3;2;4;21681;6;6;5;1;1;0;1.0;250.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
Nordeste;2;PB;25;2516201;0;3;2;4;21685;3;27;15;1;0;0;3.0;90.0;59.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;59.0;0.0;0.01694915254237288
Sudeste;3;MG;31;3131703;0;3;2;4;21687;4;28;6;12;4;0;2.0;150.0;184.0;2.0;127.0;1.0;34.0;0.0;0.0;0.0;0.0;54.0;0.0;0.010869565217391304
Sudeste;3;SP;35;3516200;0;3;2;4;21693;11;57;18;37;4;0;4.0;308.0;299.0;6.0;227.0;1.0;28.0;0.0;0.0;0.0;0.0;83.0;0.0;0.020066889632107024
Sudeste;3;SP;35;3543402;0;3;1;2;21713;15;63;31;28;0;0;4.0;436.0;888.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02252252252252252
Nordeste;2;CE;23;2307650;0;3;2;4;21716;6;14;7;2;1;0;2.0;145.0;65.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;MA;21;2111300;1;3;2;4;21722;14;19;10;1;8;4;1.0;75.0;85.0;0.0;60.0;0.0;42.0;0.0;0.0;0.0;0.0;74.0;0.0;0.0
Sudeste;3;MG;31;3163706;0;3;2;4;21757;146;49;26;10;13;2;11.0;53.0;2056.0;13.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;2047.0;0.0;0.00632295719844358
Sudeste;3;SP;35;3550308;1;3;2;4;21764;20;14;4;8;6;0;1.0;92.0;171.0;0.0;17.0;1.0;14.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;PE;26;2611606;1;3;2;5;21788;16;10;4;3;2;0;1.0;80.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;CE;23;2304400;1;3;2;4;21811;4;12;2;0;0;0;3.0;549.0;51.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3138401;0;3;2;5;21812;2;1;0;1;0;0;1.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;RS;43;4314902;1;3;2;4;21814;10;5;1;3;0;0;1.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;AM;13;1302603;1;3;2;5;21819;6;8;2;0;6;0;2.0;263.0;30.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0
Sul;4;PR;41;4115200;0;3;2;5;21821;25;11;8;2;0;0;2.0;100.0;76.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;5;21826;21;13;7;6;12;0;4.0;100.0;161.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;CE;23;2304236;0;3;2;4;21847;18;32;3;1;0;0;3.0;290.0;271.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;GO;52;5208707;1;3;2;4;21872;12;5;2;2;1;0;1.0;0.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0
Centro-Oeste;5;GO;52;5208707;1;3;2;4;21873;6;2;1;0;2;0;2.0;0.0;47.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;0.0;0.02127659574468085
Sudeste;3;SP;35;3522703;0;3;2;4;21876;5;17;3;2;0;0;1.0;85.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;PA;15;1501402;1;3;2;4;21877;131;44;36;7;23;0;4.0;424.0;803.0;1.0;237.0;236.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0012453300124533001
Sul;4;SC;42;4205407;1;3;2;4;21878;11;8;5;1;0;0;1.0;107.0;213.0;1.0;213.0;0.0;12.0;0.0;0.0;0.0;0.0;30.0;0.0;0.004694835680751174
Sudeste;3;MG;31;3106200;1;3;2;4;21888;42;18;7;6;2;0;1.0;0.0;61.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.0;0.0;0.0
Norte;1;TO;17;1721000;1;3;2;4;21892;159;28;21;5;2;0;3.0;643.0;141.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.0;0.0;0.0
Sudeste;3;SP;35;3511102;0;3;2;4;21900;9;17;5;10;4;0;1.0;91.0;79.0;1.0;44.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.012658227848101266
Sudeste;3;MG;31;3152501;0;3;2;4;21903;8;21;7;13;4;0;2.0;127.0;101.0;2.0;68.0;0.0;4.0;0.0;0.0;0.0;0.0;46.0;0.0;0.019801980198019802
Nordeste;2;CE;23;2304400;1;3;2;4;21906;9;18;10;3;5;3;4.0;680.0;64.0;0.0;51.0;1.0;0.0;20.0;0.0;0.0;0.0;64.0;0.0;0.0
Nordeste;2;PI;22;2207702;0;3;2;4;21921;10;10;6;0;3;2;2.0;87.0;248.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0
Nordeste;2;PE;26;2611606;1;3;2;4;21928;15;20;12;1;6;0;5.0;0.0;474.0;0.0;87.0;0.0;87.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3136702;0;3;2;5;21929;29;12;5;6;0;0;1.0;116.0;99.0;0.0;12.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;GO;52;5211909;0;3;2;4;21931;21;229;143;68;1;0;12.0;373.0;1008.0;8.0;88.0;13.0;66.0;9.0;0.0;0.0;0.0;107.0;0.0;0.007936507936507936
Norte;1;RO;11;1101500;0;3;2;4;21935;16;5;1;0;0;0;1.0;330.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;5;21940;9;37;20;7;2;1;6.0;220.0;242.0;3.0;93.0;0.0;3.0;0.0;0.0;0.0;0.0;110.0;0.0;0.012396694214876033
Sudeste;3;MG;31;3106200;1;3;2;5;21949;42;2;0;2;0;0;3.0;180.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;PA;15;1508100;0;3;2;4;21950;5;16;5;0;1;1;1.0;40.0;129.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;5;21952;10;18;2;16;11;11;1.0;110.0;289.0;3.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.010380622837370242
Sul;4;SC;42;4208203;0;3;2;4;21955;13;14;14;0;1;0;1.0;122.0;236.0;0.0;235.0;0.0;9.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
Sul;4;SC;42;4211900;0;3;2;4;21956;8;7;3;2;0;0;1.0;106.0;241.0;2.0;241.0;0.0;13.0;0.0;0.0;0.0;0.0;36.0;0.0;0.008298755186721992
Nordeste;2;BA;29;2927408;1;3;2;4;21978;15;16;6;6;3;0;8.0;1180.0;86.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;PE;26;2606002;0;3;2;4;21982;32;46;18;9;11;11;6.0;3920.0;596.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;120.0;0.0;0.0
Sul;4;PR;41;4106902;1;3;2;5;21995;109;10;4;3;1;0;1.0;100.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
Sul;4;PR;41;4106902;1;3;2;5;21998;8;29;12;15;7;1;2.0;199.0;101.0;0.0;58.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0
Centro-Oeste;5;MS;50;5002704;1;3;2;4;21999;7;25;12;6;6;1;4.0;180.0;283.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;PR;41;4105706;0;3;1;3;22015;8;26;12;3;1;0;3.0;160.0;276.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0036231884057971015
Centro-Oeste;5;GO;52;5212501;0;3;2;4;22017;11;24;2;10;2;0;5.0;280.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;0.0;0.0
Centro-Oeste;5;MT;51;5107909;0;3;2;4;22018;10;100;38;14;6;0;12.0;256.0;366.0;0.0;30.0;3.0;13.0;0.0;0.0;0.0;0.0;65.0;0.0;0.0
Sudeste;3;SP;35;3541505;0;3;2;4;22021;8;16;7;2;10;7;3.0;150.0;130.0;0.0;19.0;3.0;16.0;1.0;0.0;0.0;2.0;65.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;4;22028;26;25;6;11;4;1;5.0;760.0;424.0;7.0;16.0;0.0;3.0;13.0;0.0;0.0;0.0;0.0;0.0;0.01650943396226415
Nordeste;2;BA;29;2910727;0;3;2;4;22059;62;88;27;13;44;0;1.0;211.0;576.0;1.0;283.0;200.0;23.0;0.0;0.0;0.0;0.0;53.0;0.0;0.001736111111111111
Nordeste;2;PE;26;2616407;0;3;2;4;22073;7;17;6;1;4;0;5.0;1574.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
Nordeste;2;RN;24;2408102;1;3;2;4;22074;9;16;10;2;2;2;1.0;160.0;100.0;0.0;43.0;0.0;0.0;0.0;5.0;0.0;0.0;69.0;0.0;0.0
Nordeste;2;PE;26;2613602;0;3;2;4;22075;19;33;8;4;21;10;8.0;940.0;458.0;4.0;180.0;76.0;49.0;72.0;0.0;0.0;0.0;386.0;0.0;0.008733624454148471
Nordeste;2;BA;29;2900702;0;3;2;4;22076;23;63;16;12;8;0;1.0;465.0;579.0;0.0;346.0;60.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3518800;0;3;2;4;22084;85;13;8;5;0;0;1.0;0.0;81.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
Nordeste;2;BA;29;2932903;0;3;2;4;22086;11;15;6;2;3;3;3.0;48.0;129.0;1.0;59.0;6.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.007751937984496124
Nordeste;2;BA;29;2914802;0;3;2;4;22088;71;86;27;15;28;0;1.0;274.0;925.0;0.0;296.0;101.0;88.0;0.0;0.0;0.0;55.0;0.0;0.0;0.0
Centro-Oeste;5;MS;50;5002704;1;3;2;5;22089;27;57;28;9;5;0;12.0;1378.0;1240.0;15.0;649.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012096774193548387
Sul;4;RS;43;4314902;1;3;1;1;22090;4;42;18;13;33;11;1.0;45.0;61.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.01639344262295082
Nordeste;2;BA;29;2917508;0;3;2;4;22093;59;59;38;12;15;0;1.0;95.0;517.0;2.0;172.0;140.0;30.0;2.0;0.0;0.0;0.0;14.0;0.0;0.0038684719535783366
Sudeste;3;SP;35;3503307;0;3;2;4;22096;61;82;19;51;34;0;1.0;228.0;838.0;13.0;314.0;0.0;0.0;0.0;0.0;0.0;61.0;832.0;0.0;0.015513126491646777
Nordeste;2;SE;28;2800308;1;3;2;4;22100;21;30;24;6;3;0;1.0;200.0;142.0;2.0;16.0;8.0;8.0;0.0;0.0;0.0;0.0;14.0;0.0;0.014084507042253521
Sudeste;3;MG;31;3148004;0;3;2;4;22101;5;19;7;2;2;0;2.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;PR;41;4106902;1;3;2;5;22102;25;15;11;1;2;0;1.0;60.0;104.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019230769230769232
Sudeste;3;MG;31;3106200;1;3;2;5;22103;72;19;9;5;6;0;1.0;115.0;67.0;1.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014925373134328358
Nordeste;2;BA;29;2911709;0;3;2;4;22104;54;74;23;20;14;0;1.0;139.0;567.0;0.0;166.0;86.0;53.0;0.0;0.0;0.0;35.0;114.0;0.0;0.0
Sudeste;3;RJ;33;3302908;0;3;2;5;22116;59;24;21;1;11;0;1.0;108.0;374.0;0.0;200.0;0.0;24.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0
Sudeste;3;ES;32;3205309;1;3;2;4;22119;93;17;4;13;7;7;1.0;100.0;26.0;0.0;22.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;RJ;33;3306008;0;3;2;4;22121;40;49;24;18;4;0;1.0;82.0;356.0;4.0;83.0;14.0;33.0;0.0;68.0;0.0;32.0;322.0;0.0;0.011235955056179775
Nordeste;2;AL;27;2700300;0;3;2;4;22123;6;24;6;11;5;0;1.0;148.0;183.0;4.0;142.0;6.0;16.0;0.0;0.0;0.0;0.0;25.0;0.0;0.02185792349726776
Nordeste;2;BA;29;2904605;0;3;2;4;22124;21;20;2;10;5;0;1.0;56.0;110.0;1.0;78.0;1.0;2.0;0.0;0.0;0.0;0.0;41.0;0.0;0.00909090909090909
Nordeste;2;BA;29;2903904;0;3;2;4;22125;9;26;4;10;5;0;1.0;74.0;204.0;3.0;107.0;7.0;4.0;0.0;0.0;0.0;0.0;44.0;0.0;0.014705882352941176
Nordeste;2;BA;29;2914802;0;3;2;4;22139;19;2;0;0;0;0;3.0;123.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;GO;52;5212501;0;3;2;4;22144;7;18;2;11;4;0;1.0;130.0;244.0;4.0;139.0;1.0;4.0;0.0;0.0;0.0;0.0;76.0;0.0;0.01639344262295082
Sul;4;RS;43;4307005;0;3;2;4;22145;24;21;5;11;5;0;1.0;77.0;131.0;3.0;76.0;0.0;2.0;0.0;0.0;0.0;0.0;40.0;0.0;0.022900763358778626
Nordeste;2;PE;26;2601706;0;3;2;4;22147;5;25;2;12;4;0;1.0;99.0;240.0;2.0;142.0;3.0;10.0;0.0;0.0;0.0;0.0;56.0;0.0;0.008333333333333333
Nordeste;2;BA;29;2917508;0;3;2;4;22154;7;20;3;11;4;0;1.0;114.0;215.0;6.0;137.0;8.0;12.0;0.0;0.0;0.0;0.0;38.0;0.0;0.027906976744186046
Nordeste;2;PE;26;2611101;0;3;2;4;22158;10;19;2;11;4;0;1.0;120.0;148.0;3.0;101.0;7.0;11.0;0.0;0.0;0.0;0.0;29.0;0.0;0.02027027027027027
Centro-Oeste;5;GO;52;5211503;0;3;2;4;22161;3;18;0;11;5;0;1.0;105.0;71.0;1.0;42.0;0.0;1.0;0.0;0.0;0.0;0.0;18.0;0.0;0.014084507042253521
Sudeste;3;MG;31;3106606;0;3;2;4;22171;14;16;11;3;5;1;3.0;826.0;133.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;133.0;133.0;0.0;0.0
Sudeste;3;SP;35;3543303;0;3;2;4;22176;42;24;13;5;0;0;9.0;524.0;653.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006125574272588055
Sudeste;3;SP;35;3550308;1;3;2;4;22177;15;11;5;3;4;1;1.0;400.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;SC;42;4208906;0;3;2;4;22191;21;65;12;22;3;0;1.0;609.0;691.0;0.0;282.0;64.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;PA;15;1500602;0;3;2;4;22193;31;30;9;4;2;0;2.0;432.0;337.0;0.0;136.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3167202;0;3;2;4;22194;53;40;12;11;5;1;3.0;438.0;696.0;0.0;562.0;377.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;PA;15;1500602;0;3;2;4;22195;31;24;8;11;8;2;2.0;299.0;266.0;0.0;76.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Norte;1;PA;15;1500602;0;3;2;4;22196;31;12;2;1;1;0;1.0;220.0;370.0;1.0;115.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.002702702702702703
Sudeste;3;MG;31;3147907;0;3;2;4;22197;73;43;13;17;9;1;3.0;485.0;1005.0;2.0;807.0;575.0;69.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001990049751243781
Nordeste;2;BA;29;2918407;0;3;2;4;22202;72;103;18;16;10;0;1.0;306.0;1067.0;0.0;745.0;194.0;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;MT;51;5105606;0;3;2;4;22204;14;13;8;2;10;0;2.0;162.0;117.0;0.0;55.0;0.0;0.0;0.0;0.0;0.0;115.0;82.0;0.0;0.0
Nordeste;2;PE;26;2613909;0;3;2;4;22210;31;80;19;6;0;0;6.0;2215.0;1407.0;4.0;72.0;72.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0028429282160625444
Norte;1;PA;15;1500602;0;3;2;4;22232;22;33;3;10;5;0;1.0;290.0;683.0;10.0;412.0;12.0;19.0;0.0;0.0;0.0;0.0;127.0;0.0;0.014641288433382138
Sudeste;3;MG;31;3167202;0;3;2;4;22236;23;27;9;15;4;0;1.0;103.0;134.0;5.0;98.0;1.0;8.0;0.0;0.0;0.0;0.0;35.0;0.0;0.03731343283582089
Sudeste;3;SP;35;3504008;0;3;2;4;22237;7;17;5;10;4;0;1.0;108.0;81.0;0.0;49.0;1.0;3.0;0.0;0.0;0.0;0.0;35.0;0.0;0.0
Norte;1;PA;15;1501402;1;3;2;4;22239;132;26;11;7;7;0;1.0;122.0;365.0;0.0;22.0;19.0;0.0;0.0;0.0;0.0;0.0;41.0;0.0;0.0
Nordeste;2;PB;25;2516300;0;3;2;4;22245;12;31;10;1;8;0;4.0;400.0;344.0;3.0;184.0;0.0;30.0;42.0;0.0;0.0;0.0;0.0;0.0;0.00872093023255814
Norte;1;AM;13;1302603;1;3;2;4;22246;109;32;16;7;0;0;7.0;708.0;288.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;PB;25;2513901;0;3;2;4;22248;36;55;32;6;11;6;9.0;639.0;2274.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013192612137203166
Centro-Oeste;5;GO;52;5208707;1;3;2;4;22249;7;6;5;1;2;0;1.0;90.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;SC;42;4208302;0;3;2;4;22257;4;23;15;3;2;0;1.0;148.0;70.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;GO;52;5210406;0;3;2;4;22260;7;26;8;5;8;2;3.0;389.0;82.0;0.0;24.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;GO;52;5215702;0;3;2;4;22262;10;50;16;7;17;2;5.0;618.0;418.0;1.0;379.0;0.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0023923444976076554
Sudeste;3;SP;35;3549904;0;3;2;4;22263;7;45;30;4;2;1;5.0;276.0;348.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;RJ;33;3304557;1;3;2;5;22266;38;35;0;35;30;0;9.0;0.0;1754.0;18.0;970.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010262257696693273
Sul;4;PR;41;4101507;0;3;2;5;22267;15;20;9;7;0;0;2.0;90.0;54.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3534401;0;3;2;5;22312;26;71;35;22;1;0;4.0;681.0;1863.0;12.0;13.0;10.0;0.0;0.0;0.0;0.0;0.0;1863.0;0.0;0.00644122383252818
Sudeste;3;SP;35;3506003;0;3;2;5;22313;33;27;14;8;1;0;2.0;280.0;404.0;2.0;13.0;6.0;0.0;0.0;0.0;0.0;0.0;404.0;0.0;0.0049504950495049506
Sudeste;3;SP;35;3518800;0;3;2;5;22314;25;46;18;20;2;0;4.0;565.0;702.0;1.0;7.0;4.0;0.0;0.0;0.0;0.0;0.0;702.0;0.0;0.0014245014245014246
Sudeste;3;SP;35;3529401;0;3;2;5;22316;25;63;27;19;2;0;4.0;700.0;1465.0;12.0;11.0;9.0;0.0;0.0;0.0;0.0;0.0;1465.0;0.0;0.008191126279863481
Norte;1;PA;15;1500107;0;3;2;4;22317;12;37;18;14;17;0;4.0;596.0;586.0;0.0;188.0;188.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0
Sudeste;3;SP;35;3523404;0;3;1;2;22319;2;36;18;15;0;0;3.0;400.0;185.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.043243243243243246
Nordeste;2;CE;23;2304285;0;3;2;4;22325;21;78;37;41;48;0;5.0;770.0;183.0;0.0;21.0;9.0;12.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
Centro-Oeste;5;DF;53;5300108;1;3;2;4;22326;33;52;23;7;12;12;8.0;930.0;739.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013531799729364006
Sudeste;3;MG;31;3144805;0;3;2;4;22327;13;14;5;7;1;0;1.0;93.0;56.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;CE;23;2304400;1;3;2;5;22329;30;55;25;29;13;0;8.0;1381.0;702.0;2.0;223.0;201.0;0.0;0.0;0.0;0.0;0.0;159.0;0.0;0.002849002849002849
Nordeste;2;MA;21;2111300;1;3;2;4;22405;10;11;2;5;3;0;1.0;110.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;AL;27;2704302;1;3;2;4;22420;10;22;12;10;3;0;3.0;60.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Centro-Oeste;5;MT;51;5103205;0;3;2;4;22437;3;10;0;2;0;0;3.0;125.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
